company_id,type,rule_id,text,confidence_pct
ADANIPORTS,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
ADANIPORTS,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
ADANIPOWER,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,93.86
ADANIPOWER,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
ADANIPOWER,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,62.18
ADANIPOWER,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,77.93
ADANIPOWER,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,90.0
ADANIPOWER,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,64.19
ADANIPOWER,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
ADANIPOWER,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
AMBUJACEM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,96.53
AMBUJACEM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.23
AMBUJACEM,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,95.0
AMBUJACEM,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,67.08
APOLLOHOSP,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
APOLLOHOSP,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,85.81
APOLLOHOSP,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,69.77
APOLLOHOSP,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,89.9
APOLLOHOSP,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
APOLLOHOSP,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
ASIANPAINT,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,72.17
ASIANPAINT,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
ASIANPAINT,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.45
ASIANPAINT,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
ASIANPAINT,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,63.37
ASIANPAINT,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,71.95
ASIANPAINT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.5
ASIANPAINT,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,95.0
ATGL,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72.18
ATGL,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,66.21
ATGL,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,61.02
ATGL,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,79.15
ATGL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.58
ATGL,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
AXISBANK,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,75.51
AXISBANK,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,91.48
AXISBANK,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
AXISBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
AXISBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,71.77
AXISBANK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
BAJAJ-AUTO,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,65.28
BAJAJ-AUTO,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
BAJAJ-AUTO,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
BAJAJ-AUTO,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,72.73
BAJAJ-AUTO,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,62.47
BAJAJ-AUTO,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
BAJAJFINSV,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,68.55
BAJAJFINSV,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.95
BAJAJFINSV,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,79.27
BAJAJFINSV,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,66.01
BAJAJFINSV,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,71.19
BAJAJFINSV,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.56
BAJAJFINSV,con,CON_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,95.0
BAJAJFINSV,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,95.0
BAJAJHLDNG,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,93.23
BAJAJHLDNG,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
BAJAJHLDNG,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
BAJAJHLDNG,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,70.97
BAJAJHLDNG,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,67.95
BAJAJHLDNG,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
BAJAJHLDNG,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
BAJFINANCE,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,78.71
BAJFINANCE,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,66.87
BAJFINANCE,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,74.92
BAJFINANCE,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
BAJFINANCE,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85.12
BAJFINANCE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,69.95
BAJFINANCE,con,CON_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,95.0
BAJFINANCE,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,95.0
BAJFINANCE,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
BANKBARODA,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,64.96
BANKBARODA,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,79.99
BANKBARODA,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
BANKBARODA,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
BANKBARODA,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,90.0
BANKBARODA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
BANKBARODA,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,95.0
BANKBARODA,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,74.69
BANKBARODA,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
BEL,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
BEL,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
BEL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70.76
BEL,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
BHARTIARTL,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
BHARTIARTL,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,89.37
BHARTIARTL,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
BHARTIARTL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
BHARTIARTL,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
BHARTIARTL,con,CON_1,Debt-to-equity ratio of 2.61 is elevated for a non-financial company and warrants monitoring,68.13
BHEL,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.88
BHEL,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
BHEL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,100.0
BHEL,pro,PRO_11,The company shows available financial indicators that support a positive business-quality assessment under the Day 30 fallback evaluation,75.0
BOSCHLTD,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
BOSCHLTD,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
BOSCHLTD,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,77.85
BOSCHLTD,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,90.0
BOSCHLTD,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.13
BOSCHLTD,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
BOSCHLTD,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
BPCL,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,69.27
BPCL,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,62.72
BPCL,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.13
BPCL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,94.62
BPCL,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
BPCL,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,95.0
BRITANNIA,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
BRITANNIA,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,81.2
BRITANNIA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,68.75
BRITANNIA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
BRITANNIA,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
CANBK,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.36
CANBK,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,86.81
CANBK,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
CANBK,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,74.49
CANBK,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
CANBK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,90.0
CANBK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
CANBK,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,95.0
CANBK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,73.49
CANBK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
CHOLAFIN,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73.88
CHOLAFIN,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,64.97
CHOLAFIN,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.39
CHOLAFIN,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,82.43
CHOLAFIN,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.56
CHOLAFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,62.86
CHOLAFIN,con,CON_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,95.0
CHOLAFIN,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,95.0
CHOLAFIN,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
CIPLA,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
CIPLA,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
CIPLA,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,64.37
CIPLA,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
CIPLA,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73.67
CIPLA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,86.43
CIPLA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
CIPLA,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
COALINDIA,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
COALINDIA,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
COALINDIA,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
COALINDIA,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,62.49
COALINDIA,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,79.05
COALINDIA,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,63.71
COALINDIA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78.06
COALINDIA,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,95.0
DABUR,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
DABUR,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,86.49
DABUR,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,71.37
DABUR,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,95.0
DIVISLAB,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,65.08
DIVISLAB,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
DIVISLAB,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
DLF,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
DLF,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,72.88
DLF,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,64.65
DLF,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,90.0
DLF,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
DLF,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,77.05
DLF,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,100.0
DMART,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70.97
DMART,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,64.76
DMART,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
DMART,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.49
DMART,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,64.98
DMART,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
DRREDDY,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
DRREDDY,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,65.32
DRREDDY,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.44
DRREDDY,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
DRREDDY,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,77.69
DRREDDY,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,90.0
DRREDDY,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.51
DRREDDY,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
EICHERMOT,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
EICHERMOT,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,61.9
EICHERMOT,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
EICHERMOT,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,79.29
EICHERMOT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,90.0
EICHERMOT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,63.29
EICHERMOT,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
GAIL,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,87.25
GAIL,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
GODREJCP,con,CON_4,Company reported a net loss in the most recent financial year,100.0
GODREJCP,pro,PRO_11,The company shows available financial indicators that support a positive business-quality assessment under the Day 30 fallback evaluation,75.0
GRASIM,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,74.91
GRASIM,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85.47
GRASIM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,96.33
GRASIM,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,95.0
GRASIM,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,62.81
HAL,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
HAL,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,71.35
HAL,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.38
HAL,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HAL,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,66.17
HAL,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,83.28
HAL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,95.55
HAL,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,95.0
HAVELLS,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.72
HAVELLS,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,64.81
HAVELLS,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
HCLTECH,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,65.04
HCLTECH,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
HCLTECH,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HCLTECH,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,90.0
HCLTECH,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,95.0
HDFCBANK,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73.91
HDFCBANK,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HDFCBANK,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,66.19
HDFCBANK,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,78.65
HDFCBANK,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,60.86
HDFCBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,63.84
HDFCBANK,con,CON_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,62.66
HDFCBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,69.33
HDFCBANK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
HDFCLIFE,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72.34
HDFCLIFE,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HDFCLIFE,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HDFCLIFE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,73.57
HEROMOTOCO,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
HEROMOTOCO,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HEROMOTOCO,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HEROMOTOCO,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82.78
HINDALCO,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HINDALCO,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HINDALCO,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,64.96
HINDALCO,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
HINDUNILVR,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
HINDUNILVR,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HINDUNILVR,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HINDUNILVR,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,78.57
HINDUNILVR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,63.31
HINDUNILVR,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,95.0
ICICIBANK,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,64.51
ICICIBANK,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ICICIBANK,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
ICICIBANK,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,71.45
ICICIBANK,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
ICICIBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,90.0
ICICIBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
ICICIBANK,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,95.0
ICICIBANK,con,CON_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,65.32
ICICIBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,69.61
ICICIBANK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
ICICIGI,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
ICICIGI,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ICICIGI,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
ICICIGI,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,71.69
ICICIGI,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
ICICIGI,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
ICICIPRULI,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,63.7
ICICIPRULI,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ICICIPRULI,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
ICICIPRULI,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
ICICIPRULI,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,65.01
